,0
Madhucon Sugar And Power Industries Limited,800000
Esab India Limited,800000
Tokyo Plast International Ltd,800000
Nirmal Industrial Controls Private Limited,800000
Kirloskar Ferrous Industries Ltd,800000
C P Milk And Food Products Private Limited,800000
Pdm Media (India) Private Limited,800000
Saboo Coatings Private Limited,800000
Idfc Alternatives Limited,800000
Ganga Fashions Private Limited,800000
Armacell India Private Limited,800000
Tirupati Medicare Limited,800000
Hindustan Shipyard Limited,800000
Balaji Amines Limited,800000
Ceejay Tobacco Limited,800000
Quality Bag Exporters Pvt Ltd,800000
Mediaocean Asia Private Limited,800000
Iai Joinflex India Private Limited,800000
Burckhardt Compression (India) Private Limited,800000
Engineering Projects (India) Limited,800000
Cochin Blue Metal Industries Private Limited,800000
Radhamani Textiles Private Limited,800000
Cgi Information Systems And Management Consultants Private Limited,800000
Shanteri Investment Private Limited,800000
Inani Marbles And Industries Ltd.,800000
Alliance Mills (Lessees) Ltd,800000
Advanced Bio-Agro Tech Limited,800000
Indrajit Power Private Limited,800000
Gvfl Limited,800000
Emerald Cars Private Limited,800000
Zaveri And Company Private Limited,800000
V L S Finance Limited,800000
Veridic Technologies Private Limited,800000
Sainsons Paper Industries Private Limite D,800000
Consero Solutions India Private Limited,800000
Mmc Infotech Services Private Limited,800000
Temasek Holdings Advisors India Private Limited,800000
Gemscab Industries Limited,800000
Trimurti Fabricators Private Limited,800000
Karun Carpets Private Limited,800000
Deutsche India Holdings Private Limited,800000
Renew Solar Energy (Tn) Private Limited,800000
Nedspice Processing India Private Limited,800000
Af-Taab Investment Company Limited,800000
Ind-Finance And Securities Trust Private  Limited,800000
Idfc Infrastructure Finance Limited,800000
Shin Thermo Dynamic Engineering Private Limited,800000
Priyanka Finance Private Limited,800000
Manipal Technologies Limited,800000
Bhandari Hosiery Exports Ltd,800000
Avon Steel Industries Private Limited,800000
Ambuja Neotia Holdings Private Limited,700000
Valuequest Investment Advisors Private Limited,700000
Utstarcom India Telecom Private Limited,700000
J L Morison (India) Limited,700000
Sanand Properties Private Limited,700000
Eagleburgmann India Private Limited,700000
Yoshika Engineering Private Limited,700000
Powermaster Engineers Private Limited,700000
Avant Garde Re-Energy Private Limited,700000
A Raymond Fasteners India Private Limited,700000
Repco Micro Finance Limited,700000
Bnp Paribas India Solutions Private Limited,700000
Radius Corporate Solutions (India) Private Limited,700000
Msys Tech India Private Limited,700000
Spa Holdings Private Limited,700000
Geecee Investments Limited,700000
R.Stahl Private Limited,700000
Vadivarhe Speciality Chemicals Limited,700000
Beckhoff Automation Private Limited,700000
Tolani Education Foundation,700000
S.M.I.L.E. Microfinance Limited,700000
Belstar Investment And Finance Private Limited,700000
Capital First Home Finance Limited,700000
Sbi Macquarie Infrastructure Management Private Limited,700000
Tamilnadu Industrial Investment Corporation Limited,700000
Meenakshi Narayanan Investments Private Limited,700000
Trp Sealing Systems (India) Private Limited,700000
I.M.S.I.(India) Private Ltd.,700000
Supreme Treon Private Limited,700000
Duli Trade & Commodities Private Limited,700000
Krishna Tissues Private Limited,700000
Sahasra Electronics Private Limited,700000
Omax Cotspin Private Limited,700000
Parker Bullion Private Limited,700000
Shilp Gravures Limited,700000
Indo Farm Equipment Limited,700000
Hexagon Capability Center India Private Limited,700000
Magnum Sea Foods Limited,700000
Harmony Plastics Private Limited,700000
Ucal Polymer Industries Limited,700000
V Star Creations Private Limited,700000
Quantum Consumer Solutions Private Limited,700000
G4S Corporate Services (India) Private Limited,700000
A P Organics Limited,700000
Toyota Financial Services India Limited,700000
Lakshmi Caipo Industries Limited,700000
Satyam Smelters Private Limited,700000
Micro Pneumatics Private Limited,700000
Metal One Corporation India Private Limited,700000
Select World Tours (India) Private Limited,700000
Nile Limited,700000
Markem - Imaje India Private Limited,700000
Shantikrupa Estates Private Limited,700000
Truesolutions Multiservices Private Limited,700000
Lure Liquors Private Limited,700000
K.P.H. Dream Cricket Private. Limited.,700000
Pioneer Investcorp Limited,700000
Aimil Limited,700000
Shri Dutt India Private Limited,700000
Securities Investment Management Private  Limited,600000
Kkr India Advisors Private Limited,600000
Mastercard India Services Private Limited,600000
Tractors India Private Limited,600000
Akum Mercantile Company Private Limited,600000
The Anglo Scottish Education Society,600000
Vistra Itcl (India) Limited,600000
Anveshan Textile Limited,600000
Irclass Systems And Solutions Private Limited,600000
Transformers And Rectifiers (India) Limited,600000
Hardware Tools And Machinery Projects Private Limited,600000
P H Financial And Investment Consultants  Pvt Ltd,600000
Ehara Engineering Pvt Ltd,600000
Insco Steels Private Limited,600000
Ad- Manum Finance Limited,600000
M. V. Omni Projects (India) Limited,600000
Inventia Healthcare Private Limited,600000
Futura Bioplants Private Limited,600000
Diamond Metal Screens Private Limited,600000
India Sme Asset Reconstruction Company Limited,600000
Pacoline Industries Private Limited,600000
Il&Fs; Skills Development Corporation Limited,600000
Pushpak Steel Industries Private Limited,600000
A P Refinery Private Limited,600000
Renew Solar Power Private Limited,600000
Dci India Private Limited,600000
Umasons Auto Compo Private Limited,600000
Rajratan Global Wire Limited,600000
Flavorite Technologies Private Limited,600000
Shree Malani Foams Private Limited,600000
Leasemen Fin-Invest India Private Limited,600000
Karamtara Engineering Private Limited,600000
India Shelter Finance Corporation Limited,600000
Haldyn Glass Limited,600000
Kusters Calico Machinery Private Limited,600000
Kurlon Limited,600000
Manjeera Constructions Ltd,600000
Hibu India Private Limited,600000
Dolphin Foods India Limited,600000
Valens Molecules Private Limited,600000
K Patel Phyto Extractions Private Limited,600000
Minda Vast Access Systems Private Limited,600000
Yokogawa Ia Technologies India Private Limited,600000
Triton Valves Limited,600000
Ramco Steels Private Limited,600000
Sterling Addlife India Private Limited,600000
Nagreeka Exports Ltd.,600000
Global Education Limited,600000
Mint Investments Ltd,600000
Visakhapatnam Industrial Water Supply Company Limited,600000
Microsoft Research Lab India Private Limited,600000
Informatica Business Solutions Private Limited,600000
Shemaroo Entertainment Limited,600000
Hirotec India Private Limited,600000
Asian Hotels (West) Limited,600000
Hella India Lighting Limited,600000
Bengal Park Chambers Housing Development Limited,600000
Caplin Point Laboratories Limited,600000
Healthindia Insurance Tpa Services Private Limited,600000
Peerless Hotels Ltd.,600000
Shardashree Ispat Limited,600000
Skyline Foundations And Structures Private Limited,500000
Seftech India Private Limited,500000
Naga Dhunseri Group Ltd.,500000
Nrb Bearings Limited (Full Fledged Public Co),500000
Komatsu India Private Limited,500000
Tata Motors Finance Limited,500000
Rkbk Limited,500000
Iifl Wealth Management Limited,500000
Ars Energy Private Limited,500000
Matrix Business Services India Private Limited,500000
Herbal Isolates Pvt Ltd,500000
Swiss Glascoat Equipments Limited,500000
Marco Infrastructure Holdings Private Limited,500000
Kangaro Industries Limited,500000
Jainam Share Consultants Private Limited,500000
Devarsons Industries Private Limited,500000
Kirtilal Kalidas Jewellers Private Limited,500000
Shanthi Feeds Private Limited,500000
House Of Anita Dongre Limited,500000
Avanti Institute Of Cardiology Pvt Ltd,500000
Nova Techset Private Limited,500000
Epic Alloy Steel Private Limited,500000
Smc Comtrade Limited,500000
Kalyani Forge Limited,500000
Sodexo Facilities Management Services India Private Limited,500000
Avt Natural Products Limited,500000
Ingersoll - Rand Technologies And Services Private Limited,500000
Gati Limited,500000
Dana India Technical Centre Private Limited,500000
Poonawalla Investments And Industries Private Limited,500000
Triple Point Technology (India) Private Limited,500000
Bayer Pharmaceuticals Private Limited,500000
Dsm India Private Limited,500000
Lombardini India Private Limited,500000
Accurate Industrial Controls Private Limited,500000
Pokarna Limited,500000
Krystal Integrated Services Private Limited,500000
Dharti Dredging And Infrastructure Limited,500000
Rane Holdings Limited,500000
Raghu Trading And Investment Company Private Limited,500000
Pokarna Engineered Stone Limited,500000
Avt Mccormick Ingredients Private Limited,500000
Ti Financial Holdings Limited,500000
Allsec Technologies Limited,500000
Century Flour Mills Limited,500000
Keyaram Developers & Hotels Private Limited,500000
Omr Bagla Automotive Systems India Limited,500000
Electrolab (India) Private Limited,500000
Cheviot Agro Industries Private Limited,500000
Veeda Clinical Research Private Limited,500000
Kemin Industries South Asia Private Limited,500000
Bpc Tradecomm Pvt Ltd,500000
Bharat Resins Private Limited,500000
D. Navinchandra Gems Private Limited,500000
Crystal Quinone Pvt Ltd,500000
Brilliant Bio Pharma Private Limited,500000
Zim Laboratories Limited.,500000
Jade Blue Lifestyle India Limited,500000
Merlin Holdings Pvt. Ltd.,500000
Everest Tannery Private Limited,500000
Supreme (India) Impex Ltd,500000
Fowler Westrup (India) Private Limited,500000
Green Power Sugars Limited,500000
Shakti Hormann Private Limited,500000
Pentair Water Treatment Private Limited,500000
Total Cardio Vascular Solutions Private Limited,500000
Al Maha Foods International Private Limited,500000
Geoenpro Petroleum Limited,500000
Mangal Keshav Securities Limited,500000
Maheshwari Mining Private Limited,500000
Hcil Comtel Limited,500000
Tessitura Monti India Private Limited,500000
Pc Solutions Private Limited,500000
National Bulk Handling Corporation Private Limited,500000
Ajanta Soya Limited (Transfer From Delhi  To Rajasthan),500000
Kama Realty (Delhi) Limited,500000
Moneywise Financial Services Private Limited,500000
Space Textiles Private Limited,500000
Shri Balaji Buildmate Private Limited,500000
Ceb India Private Limited,500000
Iic Technologies Limited,500000
Magma Housing Finance Limited,500000
Taparia Tools Limited,500000
Hero Corporate Service Private Limited,500000
Nutraplus India Limited,500000
Surat Textile Mills Limited,500000
Suparna Chemicals Limited,500000
Brookfield India Office Parks Private Limited,500000
Barbeque-Nation Hospitality Limited,500000
Pon Pure Chemical India Private Limited,500000
Nedcommodities India Private Limited,500000
Fluidomat Limited,500000
Cupid Limited,500000
Small Johnson Floor Tiles Private Limited,500000
Honeycomb Logistics Private Limited,500000
Intec Capital Limited,500000
Evalueserve Sez (Gurgaon) Private Limited,500000
Fci Aravali Gypsum And Minerals India Limited,500000
Dream Bake Private Limited,500000
Swiss Singapore India Private Limited,500000
Oilex Enginers (India) Pvt Ltd,500000
Pashupati Capital Services Private Limited,500000
Dgp Securities Limited,500000
Adventz Securities Enterprises Limited,500000
Helion Advisors Private Limited,500000
Cafco Consultants Limited,500000
Paresh K Mehta Investment Pvt Ltd,500000
Edelweiss Retail Finance Limited,500000
La-Gajjar Machineris Private Limited,400000
Fernandez Hospital Private Limited,400000
Ludlow Jute & Specialities Limited,400000
Ramky Enviro Engineers Limited,400000
Ifb Industries Ltd,400000
Mutha Founders Pvt Ltd,400000
Indo Borax & Chemicals Limited,400000
Toyota Material Handling India Private Limited,400000
Shakti Pumps (India) Limited,400000
Girnar Food And Beverages Private Limited,400000
Bajrang Agro Industries Private Limited,400000
Nihon Kohden India Private Limited,400000
Grand Polycoats Company Private Limited,400000
Kony India Private Limited,400000
G M Breweries Limited,400000
Seattle Power Solutions Private Limited,400000
Sri Saravana Spinning Mills Private Limited,400000
Tanla Solutions Limited,400000
Alphageo (India) Limited,400000
Premier Explosives Limited,400000
Nucleus Software Exports Limited,400000
Flow Link Systems Private Limited,400000
International Combustion (India) Ltd,400000
Klrf Limited,400000
Berar Finance Limited,400000
Wheels India Limited,400000
Tradelink Exim (India) Private Limited,400000
Syntel Global Private Limited,400000
Pinky Ventures Private Limited,400000
Illuminati Trading Private Limited,400000
Tata Cleantech Capital Limited,400000
Tyson Enterprises Private Limited,400000
Morgan Stanley India Securities Private Limited,400000
Golden Agri Resources (India) Private Limited,400000
Apple Hospitals And Research Institute Limited,400000
Shree Durga Syntex Private Limited,400000
Ambit Capital Private Limited,400000
Shriram Transport Finance Company Limited,400000
Micro Housing Finance Corporation Limited,400000
Infor (India) Private Limited,400000
Shriram Housing Finance Limited,400000
Dunnhumby It Services India Private Limited,400000
Aica Laminates India Private Limited,400000
Sonus Networks India Private Limited,400000
Toyoda Gosei Minda India Private Limited,400000
Shri Damodar Yarn Manufacturing Pvt Ltd,400000
Baker Gauges India Private Limited,400000
Renaissance Advanced Consultancy Limited,400000
Sirius Computer Solutions India Private Limited,400000
Sicgil India Limited,400000
Designtech Systems Limited,400000
Clean Science And Technology Private Limited,400000
Amrit Banaspati Company Limited,400000
East West Seeds India Private Limited,400000
Integrated Decisions And Systems (India)  Private Limited,400000
Jaysynth Dyestuff (India) Limited,400000
Central Depository Services (India) Limited,300000
Andrew Yule & Co Ltd,300000
Jet Age Securities Pvt Ltd,300000
Sai Marine Exports Private Limited,300000
Agarmin Coalwashery Private Limited,300000
Vaighai Chemical Industries Limited,300000
Royal Touch Fablon Private Limited,300000
Betex India Limited (Co Tr From Maha ),300000
Creative Stylo Packs Private Limited,300000
Modern India Limited,300000
Farmson Pharmaceutical Gujarat Private Limited,300000
Mahabal Metals Private Limited,300000
Suncity Sheets Private Limited,300000
Asian Markets Securities Private Limited,300000
Bevcon Wayors Private Limited,300000
Spencer And Company Limited,300000
Induss Food Products & Equipments Limited,300000
Valorganics Pvt Ltd,300000
Cosmo Chemicals Private Limited,300000
Gracure Pharmaceuticals Limited,300000
Vbl Innovations Private Limited,300000
R.K. Premises Private Limited,300000
San Engineering And Locomotive Company Limited.,300000
Kurlon Enterprise Limited,300000
Siro Clinpharm Private Limited,300000
Sankalp Semiconductor Private Limited,300000
The Karnataka Bank Limited,300000
Dynamic Digital Technology Pvt Ltd,300000
Sharman Spinning Mills Private Limited,300000
Ml Outsourcing Services Private Limited,300000
Nabard Financial Services Limited,300000
Smart Equity Brokers Private Limited.,300000
Virbac Animal Health India Private Limited,300000
Bla Coke Private Limited,300000
Saurer Textile Solutions Private Limited,300000
I G Petrochemicals Limited,300000
Ganga Kaveri Seeds Private Limited,300000
Lincoln Pharmaceuticals Ltd,300000
Virat Crane Industries Limited,300000
Sant Gyaneshwar Steels Private Limited,300000
Jaykay Finholding (India) Private Limited,300000
Seco Tools India Private Limited,300000
Peass Industrial Engineers Private Limited,300000
Sona Blw Precision Forgings Limited,300000
Sml Isuzu Limited,300000
Montecarlo Limited,300000
Trimble Information Technologies India Private Limited,300000
Majesco Limited,300000
Thirdware Solution Limited,300000
Mecaplast India Private Limited,300000
Hurix Systems Private Limited,300000
Suttatti Enterprises Private Limited,300000
Venus Home Appliances Private Limited,300000
Webex Communications (India) Private Limited,300000
Pondy Oxides And Chemicals Limited,300000
Tomtom India Private Limited,300000
Helical Auto Technology India Private Limited,300000
Nalco Water India Limited,300000
Condor Footwear (India ) Limited,300000
A.T.E. Private Limited,300000
Mindset Securities Private Limited,300000
Iifl Wealth Finance Limited,300000
Sree Narasimha Textiles Private Limited,300000
Capita India Private Limited,300000
Goa Carbon Limited,300000
All Services Global Private Limited,300000
Bhansali Engg Polymers Ltd,300000
Premco Global Limited,300000
Unison Pharmaceuticals Private Limited,300000
Dai-Ichi Karkaria Limited,300000
Accutest Research Laboratories India Private Limited,300000
Encardio Rite Electronics Private Limited,300000
Mahalaxmi Polypack Private Limited,300000
Pfeiffer Vacuum (India) Private Limited,300000
A.B. Grain Spirits Private Limited,300000
Mas Financial Services Limited,300000
Kevin Enterprises Private Limited,300000
Mmp Industries Limited,300000
Gmm Pfaudler Limited,300000
Ami Lifesciences Pvt Ltd,300000
Sonai Engineering Private Limited,300000
Sachdeva Stocks Private Limited,200000
Spiderlogic India Private Limited,200000
Selan Exploration Technology Limited,200000
Wolters Kluwer (India) Private Limited,200000
Shree Nirman Ltd,200000
Knorr-Bremse Technology Center India Private Limited,200000
Ventura ( India ) Private Limited,200000
Japfa Comfeed India Private Limited,200000
Anmol Spintex Private Limited,200000
Dtcc Enterprise Services India Private Limited,200000
Quislex Legal Services Private Limited,200000
Aquapharm Chemicals Private Limited,200000
Organic India Private Limited,200000
Kkr India Asset Finance Private Limited,200000
Xpanxion International Private Limited,200000
G.D. Pharmaceuticals Private Limited,200000
C R I Amalgamations Private Limited,200000
Swagat Infrastructure Private Limited,200000
Strassenburg Pharmaceuticals Ltd.,200000
Ocm Private Limited,200000
Prestige Ice Creams Private Limited,200000
Nezone Tubes Limited,200000
Matrix India Entertainment Consultants Private Limited,200000
Capital Small Finance Bank Limited,200000
Carbon Finance Limited,200000
Emmbi Industries Limited,200000
Namra Finance Limited,200000
Universal Starch Chem Allied Limited,200000
Epsilon Carbon Private Limited,200000
Patani Securities Private Limited,200000
Hema Laboratories Pvt Ltd,200000
Amod Stampings Pvt Ltd,200000
Dynamic Drilling & Services Private Limited,200000
Lubrizol Advanced Materials India Private Limited,200000
Krishi Rasayan Exports Pvt.Ltd.,200000
Right Tight Fastners Private Limited,200000
Indo-Russian Aviation Limited,200000
Nezone Strips Limited,200000
Herrenknecht India Private Limited,200000
Survival Technologies Private Limited,200000
Toyota Logistics Kishor India Private Limited,200000
Brindco Sales Private Limited,200000
Phoenix Projects Private Limited,200000
Integral Biosciences Private Limited,200000
Amrapali Industries Limited,200000
Hindusthan Urban Infrastructure Limited,200000
Centuary Fibre Plates Private Limited,200000
Ecl Puyvast (India) Private Limited,200000
Gt Nexus Software Private Limited,200000
Interglobe Technologies Private Limited,200000
C J International Hotels Limited,200000
South East Constructions Company Private  Limited,200000
Techno Process Equipments (India) Private Limited,200000
Bajrang Wire Products (India) Private Limited,200000
Ctm India Limited,200000
United Drilling Tools Limited,200000
The K C P Limited,200000
Prodapt Solutions Private Limited,200000
Cisco Development India Private Limited,200000
Oras Investments Private Limited,200000
National Steel And Agro Industries Limited,200000
Solarfield Energy Private Limited,200000
Sital Leasing And Finance Ltd,200000
Sonata Finance Private Limited,200000
Rajasthan Electronics And Instruments Ltd,200000
Paratam Investments Private Limited,200000
Pensol Industries Limited,200000
Pharmazell (India) Private Limited,200000
Greensignal Bio Pharma Limited,200000
Green Infra Btv Limited,200000
Lennox India Technology Centre Private Limited,200000
Galaxy Surfactants Ltd,200000
Precia Molen India Private Limited,200000
Ramgad Minerals And Mining Limited,200000
Nuevo Consultancy Services Private Limited,200000
Tema India Limited,200000
Allied Nippon Ltd.,200000
Aptar Pharma India Private Limited,200000
Equiniti India Private Limited,200000
Dalal And Broacha Stock Broking Private Limited,200000
Elin Appliances Private Limited,200000
Mumbai Waste Management Limited,200000
Talbros Automotive Components Limited,200000
Prima Products Private Limited,100000
Morepen Laboratories Limited,100000
Naargo Industries Private Limited,100000
R C Plasto Tanks & Pipes Private Limited,100000
Avail Financial Services Limited,100000
Madaus Pharmaceuticals Private Limited,100000
Surya Lakshmi Cotton Mills Ltd,100000
Eldeco Housing And Industries Limited,100000
Ratna Sagar Private Limited,100000
Creative Propack Limited,100000
Supreme Nonwoven Industries Private Limited,100000
Ts Tech Sun Rajasthan Private Limited,100000
The Kumbakonam Mutual Benefit Fund Limited,100000
Ashish Infracon Private Limited,100000
Achal Spinning Private Limited,100000
Sks Capital & Research Private Limited,100000
Federal-Mogul Powertrain Solutions India  Private Limited,100000
Vimalachal Print And Pack Pvt Ltd,100000
Jyotirmay Jewels Private Limited,100000
Akp Ferrocast Private Limited,100000
Belgaum Aqua Valves Private Limited,100000
Hitachi Hi-Rel Power Electronics Private  Limited,100000
Clean Max Enviro Energy Solutions Private Limited,100000
Vtm Limited,100000
Rangoli Portfolio Private Limited,100000
Polysil Irrigation Systems Private Limited,100000
Fermenta Biotech Limited,100000
Kaygee Holdings Pvt Ltd,100000
Yadu International Limited,100000
Orient Press Limited,100000
Kob Medical Textiles Private Limited,100000
D'Decor Home Fabrics Private Limited,100000
Omax Autos Limited,100000
Jagaran Microfin Private Limited,100000
Chemical And Mineral Industries Pvt Ltd,100000
R S B Cottex Limited,100000
Everest Industries Limited,100000
Jayashree Polymers Private Limited,100000
Zcl Chemicals Limited,100000
Parle Elizabeth Tools Private Limited,100000
Kryfs Power Components Limited,100000
Euronet Services India Private Limited,100000
Vacmet India Limited,100000
Grp Limited,100000
Tj Marine Products Private Limited,100000
Somic Zf Components Private Limited,100000
Makson Nutrition Food India Private Limited,100000
Excel Industries Limited,100000
K Patel Dye-Chem Industries Private Limited,100000
The India Thermit Corporation Limited,100000
Polestar Maritime Limited,100000
Mahafeed Speciality Fertilizers (India) Private Limited,100000
Parakh Foods And Oils Limited,100000
Glory Global Solutions (South Asia) Private Limited,100000
Metrochem Api Private Limited,100000
Deevya Shakti Paper Mills Private Limited,100000
City Union Bank Limited,100000
Gujarat Enviro-Protection And Infrastructure(Haryana) Private Limited,100000
Indo Thai Securities Limited,100000
Commercial Syn Bags Limited,100000
Essen Speciality Films Private Limited,100000
Amd Industries Limited,100000
Cisco Commerce India Private Limited,100000
Spincotech Private Limited,100000
Tropical Clothing Company Private Limited,100000
Delhi Msw Solutions Limited,100000
Krishana Phoschem Limited,100000
Kanakadurga Finance Limited,100000
Chemtech Acids And Chemicals Pvt Ltd,100000
Saket Infraprojects Limited,100000
Steel Cast Limited,100000
Voith Turbo Private Limited,100000
Mitsubishi Electric India Private Limited,100000
Hmshost Services India Private Limited,100000
Forever Living Imports (India) Private Limited,100000
Wallfort Financial Services Limited,100000
Aizant Drug Research Solutions Private Limited,100000
Zerodha Commodities Private Limited,100000
Seamec Limited,100000
S R J Peety Steels Private Limited,100000
Goodcare Pharma Pvt Ltd,100000
Aakarshan Tracom Private Limited,100000
Begunia Projects Private Limited,100000
Ion Trading India Private Limited,100000
Medall Healthcare Private Limited,100000
Kern-Liebers (India) Private Limited,100000
Cetex Petrochemicals Limited,100000
Frost And Sullivan (India) Private Limited,100000
Curatio Health Care (I) Private Limited,100000
Parmesh Finlease Limited,100000
Renew Wind Energy (Rajkot) Private Limited,100000
Jaro Institute Of Technology Management And Research Limited,100000
Umsl Limited,100000
Siara Engineering Private Limited,100000
Corpint Investments Private Limited,100000
Savita Polymers Limited,100000
Involute Technologies Private Limited,100000
Poonawalla Holdings Pvt Ltd,100000
Watertec (India) Private Limited,100000
Adient India Private Limited,100000
Kalindi Farms Private Ltd,100000
New Ambadi Estates Private Limited,100000
Ppfas Asset Management Private Limited,100000
Kumaragiri Spinnerss Private Limited,0
Asap Fluids Private Limited,0
Finecure Pharmaceuticals Limited,0
Prasad Pneucon Solution Private Limited,0
Eversendai Frontiers Private Limited,0
National Multi-Commodity Exchange Of India Limited,0
Shree Mithai Private Limited,0
Fisher Biopharma Services (India) Private Limited,0
Credit Suisse Business Analytics (India)  Private Limited,0
Axiscades Aerospace & Technologies Private Limited,0
Dynamic Autolooms Inida Pvt Ltd,0
Flagship Realty Private Limited,0
Interactive Manpower Solution Private Limited,0
Abhilash Chemicals And Pharmaceuticals Private Limited,0
Vr Persulfates Private Limited,0
Orbinox India Private Limited,0
Ponni Sugars (Erode) Limited,0
Coimbatore Polytex Private Limited,0
Peps Industries Private Limited,0
Aro Granite Industries Limited,0
Tenax India Stone Products Private Limited,0
Sri Ranganathar Valves Private Limited,0
Messer Cutting Systems India Private Limited,0
Sg Wind Farm Private Limited,0
Mando Automotive India Private Limited,0
Kone Elevator India Private Limited,0
Synpol Products Private Limited,0
Trident Pneumatics Private Limited,0
Terratech Chemicals (India) Private Limited,0
Hindustan Marble Private Limited,0
Gobind Glass And Industries Limited,0
Devang Paper Mills Private Limited,0
Sahitya Mudranalaya Pvt Ltd,0
Chandra Textiles Private Limited,0
Sri Sivajothi Spinning Mills Private Limited,0
United Chemie Private Limited,0
Balaji Formalin Private Limited,0
Psp Projects Limited,0
Dutron Plastics Limited,0
Ican Investments Advisors Private Limited,0
Jyothimaan Beedi Company Private Limited,0
Dolat Investments Limited,0
Yoga Builders Private Limited,0
Railtech Welding & Equipment India Private Limited,0
Khetan Sponge And Infrastructure Private  Limited,0
Khyati Ispat Private Limited,0
Gopal Sponge And Power Private Limited,0
Salarpuria Consultants Pvt Ltd,0
Canam Consultants Limited,0
Unipro Techno Infrastructure Private Limited,0
Piccadily Holiday Resorts Limited,0
Deepak Spinners Ltd,0
Saurav Chemicals Limited,0
Avant Garde Cleanroom & Engg. Solutions Private Limited,0
Edelweiss Global Wealth Management Limited,0
Joonktollee Tea & Industries Ltd.,0
Ahinsha Chemicals Ltd,0
Premier Cryogenics Limited,0
Mukand Systems And Networking Private Limited,0
Rungta Agencies Pvt Ltd,0
Brahmaputra Valley Fertilizer Corporation Limited,0
Coperion Ideal Private Limited,0
Gowthami Solvent Oils Limited,0
People Combine Avenues Limited,0
Hyderabad Integrated Msw Limited,0
Sequence Properties Private Limited,0
Aig Data Services Private Limited,0
Vijayawada Tollway Private Limited,0
Inmacs Microsystems Private Limited,0
Wm India Technical And Consulting Services Private Limited,0
G-Cube Webwide Software Private Limited,0
Innova Telecom Private Limited,0
Dr. Lal Pathlabs Limited,0
Lloyd Housing Private Limited,0
Bajaj Resources Limited,0
Vega Industries Private Limited,0
Kanak Resources Management Limited,0
Warren Tea Limited,0
Weilburger Coatings (India) Private Limited,0
Busch Vacuum India Private Limited,0
The Associated Chambers Of Commerce And Industry Of India,0
Nuvo Chryscapital Advisors Private Limited,0
Wiztrack Learning Private Limited,0
Viavi Solutions India Private Limited,0
Asia Pragati Capfin Private Limited,0
Milky Investment And Trading Company,0
Burmans Finvest Private Limited,0
Puran Associates Private Limited,0
Sarvashaktiman Traders Private Limited,0
Asf Insignia Sez Private Limited,0
Niraj Industries Private Limited,0
Sunlight Buildcon Private Limited,0
Kallam Brothers Cottons Private Limited,0
Deccan Tobacco Exports Private Limited,0
Arsha Infradevelopers Private Limited,0
Krishna Chandra Dutta(Spice) Pvt Ltd,0
J D Marketing Pvt Ltd,0
Jet Age Finance Pvt. Ltd.,0
Apurva Export Pvt Ltd,0
Akg Finvest Ltd,0
Sidhidata Tradecomm Limited,0
Desai Construction Private Limited,0
Shree Harivansh Securities Private Limited,0
Placid Limited,0
Kb Capital Markets Pvt Ltd,0
Altius Management Advisors Private Limited,0
Bengal Kyal Housing Development Limited,0
Crosseas Capital Services Private Limited,0
Heritage Health Insurance Tpa Private Limited,0
Vijaya Homes Private Limited,0
Swapna Printing Works Pvt Ltd,0
Btl Epc Limited,0
Sumathi Construction Private Limited,0
K B Saha & Sons Industries Private Limited,0
Dhariwal Infrastructure Limited,0
Uno Metals Ltd,0
Deepak Industries Ltd,0
Infosoft Global Private Limited,0
Sri Luxmi Tulasi Agro Paper Private Limited,0
Lebong Investments Private Limited,0
Jre Tank Terminals Private Limited,0
Sangam Milk Producer Company Limited,0
Mega Resources Ltd,0
Williamson Financial Services Limited,0
Regent Electro-Mech Private Limited,0
Strategic Marketing Solutions And Research Centre Private Limited,0
Amgoorie India Ltd,0
Integrated Coal Mining Ltd,0
Onprocess Technology India Private Limited,0
Avr Storage Tank Terminals Private Limited,0
Madhumita Construction Pvt Ltd,0
Dmt Consulting Private Limited,0
Dey S Medical (U P) Private Limited,0
Ronak Optik India Private Limited,0
Game Plan Sports Private Limited,0
Mili Consultants And Investment Pvt Ltd,0
Dwarkesh Engineering Works Pvt Ltd,0
Bijni Dooars Tea Co Ltd,0
Celex Technologies Private Limited,0
Avees Trading & Finance Pvt Ltd.,0
Central India General Agents Ltd,0
Eureka Stock & Share Broking Services Limited,0
Greatwall Vanijya Ltd,0
Jaya Tracom Private Limited,0
Impex Ferro Tech Ltd,0
Neogold Vyapaar Private Limited,0
Genus Paper & Boards Limited,0
Technical Associates Limited,0
Real Talent Engineering Private Limited,0
Erd Technologies Private Limited,0
Designers Point (India) Private Limited,0
Zillious Solutions Private Limited,0
Capital Trust Limited,0
Ifci Factors Limited,0
Fast Movers Logistics Private Limited,0
Aikon Technologies Private Limited,0
Nektar Therapeutics (India) Private Limited,0
Chennai Msw Private Limited,0
Asian Institute Of Nephrology And Urology Private Limited,0
Keystone Infra Private Limited,0
Dq Entertainment (International) Limited,0
Unimed Health Care Private Limited,0
Paradise Food Court Private Limited,0
Intense Technologies Limited,0
Zen Technologies Limited,0
Srinivasa Farms Private Limited,0
Growel Formulations Private Limited,0
Shubham Housing Development Finance Company Limited,0
Bmw India Financial Services Private Limited,0
Confederation Of Real Estate Developers'  Associations Of India,0
Raksha Health Insurance Tpa Private Limited,0
Rain Enterprises Private Limited,0
