,CIN,name_x,name_y
557,U31101MH1994PLC243148,ROSA POWER SUPPLY COMPANY LIMITED,Rosa Power Supply Company Limited
558,U31102MH1996PLC185098,RAJ WESTPOWER LTD,Raj Westpower Ltd
559,U31102WB1966PLC026834,EAST INDIA UDYOG LTD,East India Udyog Ltd
560,U31103PN1960PLC011738,GHATGE PATIL INDUSTRIES LIMITED,Ghatge Patil Industries Limited
561,U31103PN1995PLC084268,ADOR POWERTRON LIMITED,Ador Powertron Limited
562,U31109KA1991PTC011854,EFD INDUCTION PRIVATE LIMITED,Efd Induction Private Limited
563,U31200DL1995PLC169397,SKIPPER ELECTRICALS (INDIA) LIMITED,Skipperseil Limited
564,U31200KL1968PLC002169,O E N INDIA LTD,O E N India Ltd
565,U31200MP2000GOI014337,NHDC LIMITED,Nhdc Limited
566,U31200UP1992PLC014506,NOIDA POWER COMPANY LIMITED,Noida Power Company Limited
567,U31300TN2001PLC069645,MALCO ENERGY LIMITED,Malco Energy Limited
568,U31900DL1991PLC043974,QRG ENTERPRISES LIMITED.,Qrg Enterprises Limited.
569,U31905DL1981PLC127345,MINDA SAI LIMITED,Minda Sai Limited
570,U31909GJ1961PTC001075,YESHA ELECTRICALS PRIVATE LIMITED,Yesha Electricals Private Limited
571,U31909HR1980PLC010226,QH TALBROS LIMITED,Talbros International Limited
572,U31909KA1993PTC015007,TE CONNECTIVITY INDIA PRIVATE LIMITED,Te Connectivity India Private Limited
573,U31909TN2001PTC070708,FLEXTRONICS TECHNOLOGIES (INDIA) PRIVATE LIMITED,Flextronics Technologies (India) Private Limited
574,U33112WB1988PLC045223,APOLLO GLENEAGLES HOSPITAL LIMITED,Apollo Gleneagles Hospital Limited
575,U34100MH2000PTC125510,UMASONS AUTO COMPO PRIVATE LIMITED,Umasons Auto Compo Private Limited
576,U34102MH1998PTC113606,PIAGGIO VEHICLES PRIVATE LIMITED,Piaggio Vehicles Private Limited
577,U34102MH1999PTC123296,ENDURANCE TECHNOLOGIES PRIVATE LIMITED (CN),Endurance Technologies Private Limited (Cn)
578,U34103HR1986PLC024875,BAJAJ MOTORS LIMITED,Bajaj Motors Limited
579,U34103KA1981PTC004542,SANSERA ENGINEERING PRIVATE LIMITED,Sansera Engineering Private Limited
580,U34107KA2007PTC043432,MHI-VST DIESEL ENGINES PRIVATE LIMITED,Mitsubishi Heavy Industries-Vst Diesel Engines Private Limited
581,U34300DL1988PLC030910,ALLIED NIPPON LTD.,Allied Nippon Ltd.
582,U34300DL1997PLC087110,LUMAX DK AUTO INDUSTRIES LIMITED,Lumax Dk Auto Industries Limited
583,U34300MH1993PTC073227,SPICER INDIA PRIVATE LIMITED,Spicer India Private Limited
584,U34300MH1997PTC105518,DUROVALVES INDIA PRIVATE LIMITED,Durovalves India Private Limited
585,U34300TN2001PTC048109,BBL DAIDO PRIVATE LIMITED,Bbl Daido Private Limited
586,U34300TZ2007PLC014125,ATS ELGI LIMITED,Ats Elgi Limited
587,U35100MH1934GOI002079,MAZAGON DOCK SHIPBUILDERS LIMITED,Mazagon Dock Shipbuilders Limited
588,U35110MH1995PTC085229,FREIGHT CONNECTION INDIA PRIVATE LIMITED,Freight Connection India Private Limited
589,U35111GJ1993FLC053434,VADINAR OIL TERMINAL LIMITED,Vadinar Oil Terminal Limited
590,U35301KA1963GOI001622,HINDUSTAN AERONAUTICS LIMITED,Hindustan Aeronautics Limited
591,U35914KA2002PTC030335,TOYOTA KIRLOSKAR AUTO PARTS PRIVATE LIMITED,Toyota Kirloskar Auto Parts Private Limited
592,U35921PB1981PLC004729,ROCKMAN INDUSTRIES LIMITED,Rockman Industries Limited
593,U35999TN1961PLC004678,LUCAS TVS LIMITED,Lucas Tvs Limited
594,U36911RJ1996PLC011381,AU FINANCIERS (INDIA) LIMITED,Au Financiers (India) Limited
595,U36911RJ2001PLC016870,RMC GEMS INDIA LIMITED,Rmc Gems India Limited
596,U36911TN1987PLC014168,MEPCO INDUSTRIES LIMITED,Mepco Industries Limited
597,U36911UP1979PTC004761,SANSPAREILS GREENLANDS PRIVATE LIMITED,Sanspareils Greenlands Private Limited
598,U36911WB1920PLC003632,HAMILTON & COMPANY LIMITED,Hamilton & Company Limited
599,U36912MH2007PTC174133,KIRAN GEMS PRIVATE LIMITED,Kiran Gems Private Limited
600,U36912MH2011PTC216778,ANKIT GEMS PRIVATE LIMITED,Ankit Gems Private Limited
601,U36912MH2012PTC229115,SHREE RAMKRISHNA EXPORTS PRIVATE LIMITED,Shree Ramkrishna Exports Private Limited
602,U36996MH2007PTC169725,ARJAV DIAMONDS (INDIA) PRIVATE LIMITED,Arjav Diamonds (India) Private Limited
603,U36999TZ1992PLC003662,ROOTS MULTI CLEAN LIMITED,Roots Multi Clean Limited
604,U40100GJ1990SGC013961,GUJARAT POWER CORPORATION LIMTED,Gujarat Power Corporation Limted
605,U40100GJ1993SGC019988,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,City Corporation Limited
606,U40100GJ1997PLC033108,VADINAR POWER COMPANY LIMITED,Vadinar Power Company Limited
607,U40100GJ1999SGC036018,GUJARAT ENERGY TRANSMISSION CORPORATION LIMITED,Gujarat Energy Transmission Corporation Limited
608,U40100GJ2005PLC046553,ADANI GAS LIMITED,Adani Gas Limited
609,U40100GJ2010PLC059593,MAHARASHTRA EASTERN GRID POWER TRANSMISSION COMPANY LIMITED,Maharashtra Eastern Grid Power Transmission Company Limited
610,U40100MH2003PLC143770,TATA POWER TRADING COMPANY LIMITED,Tata Power Trading Company Limited
611,U40100MH2005PLC154613,JSW POWER TRADING COMPANY LIMITED,Jsw Power Trading Company Limited
612,U40101HP2001PLC024791,DSL HYDROWATT LIMITED,Dsl Hydrowatt Limited
613,U40101KA1986PLC007404,BHORUKA POWER CORPORATION LIMITED,Bhoruka Power Corporation Limited
614,U40101ML1976GOI001658,NORTH EASTERN ELECTRIC POWER CORPN LIMITED,North Eastern Electric Power Corpn Ltd
615,U40101OR1995SGC003963,ODISHA HYDRO POWER CORPORATION LIMITED,Odisha Hydro Power Corporation Limited
616,U40101TG1995PLC021459,LANCO KONDAPALLI POWER LIMITED,Lanco Kondapalli Power Limited
617,U40101TN1994PTC027477,PPN POWER GENERATING COMPANY PRIVATE LIMITED,Ppn Power Generating Company Private Limited
618,U40101WB2007SGC113474,WEST BENGALSTATE ELECTRICITY TRANSMISSION COMPANY LIMITED,West Bengalstate Electricity Transmission Company Limited
619,U40102AP2008PTC059398,AMARA RAJA INFRA PRIVATE LIMITED,Amara Raja Infra Private Limited
620,U40102DL2008PTC177307,NTPC BHEL POWER PROJECTS PRIVATE LIMITED,Ntpc Bhel Power Projects Private Limited
621,U40102GJ2003SGC042908,PASCHIM GUJARAT VIJ COMPANY LIMITED,Paschim Gujarat Vij Company Limited
622,U40102GJ2003SGC042909,DAKSHIN GUJARAT VIJ COMPANY LIMITED,Dakshin Gujarat Vij Company Limited
623,U40102MH2008PLC181433,JAIGAD POWERTRANSCO LIMITED,Jaigad Powertransco Limited
624,U40103TN1991PLC021872,ABI-SHOWATECH (INDIA) LIMITED,Abi-Showatech (India) Limited
625,U40104HR2008SGC037809,JHAJJAR POWER LIMITED,Jhajjar Power Limited.
626,U40104MH1987GOI149458,NUCLEAR POWER CORPORATION OF INDIA LIMITED,Nuclear Power Corporation Of India Limited
627,U40104OR1984SGC001429,ODISHA POWER GENERATION CORPORATION LIMITED,Odisha Power Generation Corporation Limited
628,U40105DL2001PLC110714,POWERLINKS TRANSMISSION LIMITED,Powerlinks Transmission Limited
629,U40105DL2009GOI188682,POWER SYSTEM OPERATION CORPORATION LIMITED,Power System Operation Corporation Limited
630,U40105KA1995PLC016942,GMR POWER CORPORATION LIMITED,Gmr Power Corporation Limited
631,U40109DL1997FTC085582,EMERSON PROCESS MANAGEMENT POWER AND WATER SOLUTIONS INDIA PRIVATE LIMITED,Emerson Process Management Power And Water Solutions India Private Limited
632,U40109KA2002SGC030425,MANGALORE ELECTRICITY SUPPLY COMPANY LIMITED,Mangalore Electricity Supply Company Limited
633,U40109MH2008PTC178769,WELSPUN SOLAR AP PRIVATE LIMITED,Welspun Solar Ap Private Limited
634,U40109TN1995PTC033944,SAMALPATTI POWER COMPANY PRIVATE LIMITED,Samalpatti Power Company Private Limited
635,U40200PN2008FTC135459,T-3 ENERGY SERVICES INDIA PRIVATE LIMITED,T-3 Energy Services India Private Limited
636,U40300GJ1995PLC025082,MONTECARLO LIMITED,Montecarlo Limited
637,U41000MH2007PLC175261,PRAJ HIPURITY SYSTEMS LIMITED,Praj Hipurity Systems Limited
638,U45001PN1982PTC026507,RDA HOLDINGS PRIVATE LIMITED,Rda Holdings Private Limited
639,U45102GJ1997PLC031906,RELIANCE PORTS AND TERMINALS LIMITED,Reliance Ports And Terminals Limited
640,U45200DL2000PLC151199,PIPAVAV RAILWAY CORPORATION LIMITED,Pipavav Railway Corporation Limited
641,U45200MH1968PLC014045,HINDUJA REALTY VENTURES LIMITED,Hinduja Realty Ventures Limited
642,U45200MH1974PLC017190,UNIQUE ESTATES DEVELOPMENT COMPANY LIMITED,Unique Estates Development Company Limited
643,U45200MH2004PTC146973,NAVI MUMBAI SEZ PRIVATE LIMITED,Navi Mumbai Sez Private Limited
644,U45200MH2005PTC155055,BRIGHTSTAR INFRASTRUCTURE PRIVATE LIMITED,Brightstar Infrastructure Private Limited
645,U45200MH2006PLC161268,JSW INFRASTRUCTURE LIMITED,Jsw Infrastructure Limited
646,U45200TG1992PTC015115,MY HOME CONSTRUCTIONS PRIVATE LIMITED,My Home Constructions Private Limited
647,U45200TG2006PTC049680,APARNA INFRAHOUSING PRIVATE LIMITED (PART IX ),Aparna Infrahousing Private Limited (Part Ix )
648,U45200TN2008PLC066292,MAHINDRA RESIDENTIAL DEVELOPERS LIMITED,Mahindra Residential Developers Limited
649,U45200WB1987PTC042478,RSM BUILDERS & SECURITIES PRIVATE LIMITED,Rsm Builders & Securities Private Limited
650,U45201CT1997PTC012395,AVINASH DEVELOPERS PRIVATE LIMITED,Avinash Developers Private Limited
651,U45201DL2004PTC124321,VITAL CONSTRUCTION PRIVATE LIMITED,Vital Construction Private Limited
652,U45201DL2006PTC145558,NEHRU PLACE HOTELS AND REAL ESTATES PRIVATE LIMITED,Nehru Place Hotels And Real Estates Private Limited
653,U45201OR1962SGC000433,THE INDUSTRIAL DEVELOPMENT CORPORATION OF ODISHA LIMITED,The Industrial Development Corporation Of Odisha Limited
654,U45201TN1989PTC018150,AMPA HOUSING DEVELOPMENT PRIVATE LIMITED,Ampa Housing Development Private Limited
655,U45202MH1946PLC005262,NEW CONSOLIDATED CONSTRUCTION COMPANY LIMITED,New Consolidated Construction Company Limited
656,U45203CT1997PTC012220,SMS SHIVNATH INFRASTRUCTURE PRIVATE LIMITED,Sms Shivnath Infrastructure Private Limited
657,U45203PN2000PLC015630,MAHALAKSHMI INFRAPROJECTS LIMITED,Mahalakshmi Infraprojects Limited
658,U45203UR1988GOI009822,THDC INDIA LIMITED,Thdc India Limited
659,U45204GJ2010PLC059226,ADANI INFRA (INDIA) LIMITED,Adani Infra (India) Limited
660,U45207MH2007PLC173442,RUCHI REALTY HOLDINGS LIMITED,Rrhl Realty Limited
661,U45209DL2008PLC175321,DALMIA CEMENT EAST LIMITED,Dalmia Cement East Limited
662,U45209KA2006PLC038590,MANGALORE SEZ LIMITED,Mangalore Sez Limited
663,U45209PN2006PLC022073,NANDED CITY DEVELOPMENT AND CONSTRUCTION COMPANY LIMITED,Nanded City Development And Construction Company Limited
664,U45400DL2007GOI169232,IFCI INFRASTRUCTURE DEVELOPMENT LIMITED,Ifci Infrastructure Development Limited
665,U45400MH2007PTC176833,AGM INDIA ADVISORS PRIVATE LIMITED,Agm India Advisors Private Limited
666,U45400MH2009PLC195605,TATA VALUE HOMES LIMITED,Tata Value Homes Limited
667,U45400TG2008PLC057474,NCL WINTECH INDIA LIMITED,Ncl Wintech India Limited
668,U48985WB1992PLC095301,GREAT EASTERN ENERGY CORPORATION LIMITED,Great Eastern Energy Corporation Limited
669,U50103TG2006PTC073037,HYUNDAI MOTOR INDIA ENGINEERING PRIVATE LIMITED,Hyundai Motor India Engineering Private Limited
670,U50300MH1997PLC149349,TATA MOTORS INSURANCE BROKING AND ADVISORY SERVICE S LIMITED,Tata Motors Insurance Broking And Advisory Services Limited
671,U50300TN1956PLC000758,GEORGE OAKES LIMITED,George Oakes Limited
672,U51101DL1999PTC102039,OZONE OVERSEAS PRIVATE LIMITED,Ozone Overseas Private Limited
673,U51101KA1972PLC002242,MARKETING CONSULTANTS AND AGENCIES LIMITED,Marketing Communication & Advertising Limited
674,U51101MH1996PLC219948,VANDANA GLOBAL LIMITED,Vandana Global Limited
675,U51104RJ1985PTC003338,J.S.FOUR WHEEL MOTORS PRIVATE LIMITED,J.S.Four Wheel Motors Private Limited
676,U51109GA1963PTC000010,CHOWGULE INDUSTRIES PRIVATE LIMITED,Chowgule Industries Private Limited
677,U51109MH1924PLC001107,GANNON DUNKERLEY AND COMPANY LIMITED,Gannon Dunkerley And Company Limited
678,U51109WB1950PLC018728,ESSEL MINING & INDUSTRIES LTD.,Essel Mining & Industries Ltd.
679,U51109WB1996PTC076537,PATTON DEVELOPERS PRIVATE LIMITED,Patton Developers Private Limited
680,U51225TN1993PTC026433,AVT MCCORMICK INGREDIENTS PRIVATE LIMITED,Avt Mccormick Ingredients Private Limited
681,U51311UR1998PLC001289,GENUS INNOVATION LIMITED,Genus Innovation Limited
682,U51395DL2007PLC162295,VIRTUOUS URJA LIMITED,Yajur Commodities Limited
683,U51395RJ1981GOI002249,RAJASTHAN ELECTRONICS AND INSTRUMENTS LTD,Rajasthan Electronics And Instruments Ltd
684,U51396MH1935PTC002419,INDIAN NATIONAL PRESS (BOMBAY) PRIVATE LIMITED,Indian National Press (Bombay) Private Limited
685,U51397DL1998PTC093307,MAGNET LABS PRIVATE LIMITED,Magnet Labs Private Limited
686,U51410AS2007SGC008410,DNP LIMITED,Dnp Limited
687,U51496MH1996PLC100815,VISWAAT CHEMICALS LIMITED,Viswaat Chemicals Limited
688,U51500MH1996PLC099082,RUCHI GLOBAL LIMITED,Ruchi Global Limited
689,U51503DL1986PTC023886,AMBIENCE PRIVATE LIMITED,Ambience Private Limited
690,U51900GJ1989PLC079501,GERMAN REMEDIES LIMITED,German Remedies Limited
691,U51900MH1950PTC008051,J V GOKAL AND COMPANY PRIVATE LIMITED,J V Gokal And Company Private Limited
692,U51900MH1978PLC020222,MAHINDRA INTERTRADE LIMITED,Mahindra Intertrade Limited
693,U51900MH1990PTC056916,C M JAIN IMPEX AND INVESTMENTS PRIVATE LIMITED,C M Jain Impex And Investments Private Limited
694,U51900MH1994PLC078303,STCI FINANCE LIMITED,Stci Finance Limited
695,U51909DL1974PLC042836,RALSON (INDIA) LIMITED,Ralson (India) Limited
696,U51909DL1992PTC049978,CHANG YUN INDIA PRIVATE LIMITED,Chang Yun India Private Limited
697,U51909DL2002PTC118226,CARGILL GLOBAL TRADING INDIA PRIVATE LIMITED,Cargill Global Trading India Private Limited
698,U51909KA2005PTC036601,S.J.S. ENTERPRISES PRIVATE LIMITED,S.J.S. Enterprises Private Limited
699,U51909WB1965PLC026556,MERINO INDUSTRIES LIMITED,Merino Industries Limited
700,U52190KA1997PTC046775,LIFE STYLE INTERNATIONAL PRIVATE LIMITED,Life Style International Private Limited
701,U52212DL2000PLC107566,VLCC PERSONAL CARE LIMITED,Vlcc Personal Care Limited
702,U52599TN1991PLC021857,LAKSHMI CARGO COMPANY LIMITED,Lakshmi Cargo Company Limited
703,U55101HP1995PLC017440,MASHOBRA RESORT LIMITED,Mashobra Resort Limited
704,U55101HR1995PLC052281,FORTUNE PARK HOTELS LIMITED,Fortune Park Hotels Limited
705,U55101RJ1972PTC001445,RAMBAGH PALACE HOTEL PRIVATE LIMITED,Rambagh Palace Hotel Private Limited
706,U55101TG1986PLC006972,GREENPARK HOTELS AND RESORTS LIMITED,Greenpark Hotels And Resorts Limited
707,U55109CH2003PLC025876,BEST FOODS LIMITED,Best Foods Limited
708,U55109TG2003PTC041544,CYBERABAD CONVENTION CENTRE PRIVATE LIMITED,Cyberabad Convention Centre Private Limited
709,U60100TN2007SGC065596,CHENNAI METRO RAIL LIMITED,Chennai Metro Rail Limited
710,U60210TG2000PTC035714,ARUNACHALA LOGISTICS PRIVATE LIMITED,Arunachala Logistics Private Limited
711,U60222DL1986PLC026342,DARCL LOGISTICS LIMITED,Darcl Logistics Limited
712,U60231DL2005PLC138598,GATEWAY RAIL FREIGHT LIMITED,Gateway Rail Freight Limited
713,U60232TN2007PLC063378,SICAL MULTIMODAL AND RAIL TRANSPORT LIMITED,Sical Multimodal And Rail Transport Limited
714,U60300KL1998PLC012336,PETRONET CCK LIMITED,Petronet Cck Limited
715,U62200DL1980PLC010262,RJ CORP LIMITED,Rj Corp Limited
716,U62200TG2007PTC056311,GATI-KINTETSU EXPRESS PRIVATE LIMITED,Gati-Kintetsu Express Private Limited
717,U63000MH2007PLC173466,MAHINDRA LOGISTICS LIMITED,Mahindra Logistics Limited
718,U63000UP2005PTC036441,CMA CGM LOGISTICS PARK (DADRI) PRIVATE LIMITED,Cma Cgm Logistics Park (Dadri) Private Limited
719,U63010TN2007PLC064282,TVS DYNAMIC GLOBAL FREIGHT SERVICES LIMITED,Tvs Dynamic Global Freight Services Limited
720,U63011GJ2006PTC070691,HONEYCOMB LOGISTICS PRIVATE LIMITED,Honeycomb Logistics Private Limited
721,U63011TN2004PLC054655,TVS LOGISTICS SERVICES LIMITED,Tvs Logistics Services Limited
722,U63023DL2001PTC112366,OM TELECOM LOGISTICS PRIVATE LIMITED,Om Telecom Logistics Private Limited
723,U63030TN2012PLC087458,PROCONNECT SUPPLY CHAIN SOLUTIONS LIMITED,Proconnect Supply Chain Solutions Limited
724,U63032KL1972GOI002414,COCHIN SHIPYARD LIMITED,Cochin Shipyard Limited
725,U63032MH1997PLC109979,KC MARITIME (INDIA) LIMITED,Kc Maritime (India) Limited
726,U63032MH2007PLC176225,ESSAR BULK TERMINAL (SALAYA) LIMITED,Essar Bulk Terminal (Salaya) Limited
727,U63033KL1994PLC007803,COCHIN INTERNATIONAL AIRPORT LIMITED,Cochin International Airport Limited
728,U63040KA2007PTC041672,FLIGHT RAJA TRAVELS PRIVATE LIMITED,Flight Raja Travels Private Limited
729,U63040TN2004PLC052966,GRAND ROYALE ENTERPRISES LIMITED,Grand Royale Enterprises Limited
730,U64202DL1988PLC030870,J K TECHNOSOFT LIMITED,J K Technosoft Limited
731,U64202DL1992PLC048053,HUGHES COMMUNICATIONS INDIA LIMITED,Hughes Communications India Limited
732,U64990GJ1988SGC010307,GUJARAT STATE INVESTMENT LIMITED,Gujarat State Investment Limited
733,U65191TN1994PLC079235,FULLERTON INDIA CREDIT COMPANY LIMITED,Fullerton India Credit Company Limited
734,U65192MH1995PLC092522,JM FINANCIAL INSTITUTIONAL SECURITIES LIMITED,Jm Financial Institutional Securities Limited
735,U65900MH1988PLC047986,KOTAK MAHINDRA INVESTMENTS LIMITED,Kotak Mahindra Investments Limited
736,U65910DL1985PLC019985,PIONEER URBAN LAND AND INFRASTRUCTURE LIMITED,Pioneer Urban Land & Infrastructure Limited
737,U65910KL1992PLC006544,MUTHOOT VEHICLE & ASSET FINANCE LIMITED,Muthoot Vehicle & Asset Finance Limited
738,U65910KL1995PLC008910,FEDBANK FINANCIAL SERVICES LIMITED,Fedbank Financial Services Limited
739,U65910MH1997PLC253897,CITICORP FINANCE (INDIA) LIMITED,Citicorp Finance (India) Limited
740,U65910PN1990PLC057017,ELECTRONICA FINANCE LIMITED,Electronica Finance Limited
741,U65910TN1989PTC017021,IFMR CAPITAL FINANCE PRIVATE LIMITED,Ifmr Capital Finance Private Limited
742,U65910WB1993FLC060810,FAMILY CREDIT LIMITED,Family Credit Limited
743,U65921PB1979PTC004037,BAHADUR CHAND INVESTMENTS PRIVATE LIMITED,Bahadur Chand Investments Private Limited
744,U65921PB1979PTC004044,THAKURDEVI INVESTNENTS PVT LTD,Thakurdevi Investnents Pvt Ltd
745,U65922DL1988PLC033856,PNB HOUSING FINANCE LIMITED,Pnb Housing Finance Limited
746,U65922TN1995PLC031681,NATIONAL TRUST HOUSING FINANCE LIMITED,National Trust Housing Finance Limited
747,U65922TN1999PLC042759,SUNDARAM BNP PARIBAS HOME FINANCE LIMITED,Sundaram Bnp Paribas Home Finance Limited
748,U65923AS1995GOI004529,NORTH EASTERN DEVELOPMENT FINANCE CORPORATION LIMITED,North Eastern Development Finance Corporation Limited
749,U65923DL2006PLC150632,INDIABULLS COMMERCIAL CREDIT LIMITED,Indiabulls Commercial Credit Limited
750,U65923MH2006PLC162503,TATA MOTORS FINANCE LIMITED,Tata Motors Finance Limited
751,U65929DL1997PTC085780,KUSUM HEALTHCARE PRIVATE LIMITED,Kusum Healthcare Private Limited
752,U65929DL2008PTC182749,DMI FINANCE PRIVATE LIMITED,Dmi Finance Private Limited
753,U65929HR1998PLC037509,RABO INDIA FINANCE LIMITED,Rabo India Finance Limited
754,U65929KL1997PLC011518,MUTHOOT FINCORP LIMITED,Muthoot Fincorp Limited
755,U65990GJ1999PLC036086,GUJARAT ROAD AND INFRASTRUCTURE COMPANY LIMITED,Gujarat Road And Infrastructure Company Limited
756,U65990MH1979PLC021037,AF-TAAB INVESTMENT COMPANY LIMITED,Af-Taab Investment Company Limited
757,U65990MH1986PTC041752,LOUISIANA INVESTMENT & FINANCE PRIVATE LIMITED,Louisiana Investment & Finance Private Limited
758,U65990MH1987PLC044571,INFRASTRUCTURE LEASING AND FINANCIAL SERVICES LIMITED,Infrastructure Leasing And Financial Services Limited
759,U65990MH1994PLC077090,TATA ASSET MANAGEMENT LIMITED,Tata Asset Management Limited
760,U65990MH2005PLC152497,DSP MERRILL LYNCH CAPITAL LIMITED,Dsp Merrill Lynch Capital Limited
761,U65990MH2005PLC154854,ECL FINANCE LIMITED,Ecl Finance Limited
762,U65991MH1995PLC087722,TATA TRUSTEE COMPANY LIMITED,Tata Trustee Company Limited
763,U65991MH1997PTC111056,ENAM ASSET MANAGEMENT COMPANY PRIVATE LMITED,Enam Asset Management Company Private Lmited
764,U65991MH1999PLC123027,HDFC ASSET MANAGEMENT COMPANY LIMITED,Hdfc Asset Management Company Limited
765,U65991TN1925PLC002345,SIMPSON AND COMPANY LIMITED,Simpson And Company Limited
766,U65991TN1992PLC022619,UPASANA ENGINEERING LIMITED,Tvs Upasana Limited
767,U65993DL1974PLC120976,AVALOKITESHVAR VALINV LIMITED,Avalokiteshvar Valinv Limited
768,U65993DL1988GOI030284,IFCI VENTURE CAPITAL FUNDS LIMITED,Ifci Venture Capital Funds Limited
769,U65993DL1988PLC033155,CITLAND COMMERCIAL CREDITS LIMITED,Citland Commercial Credits Limited
770,U65993MH1989PTC051139,BETTER VALUE HOLDINGS PRIVATE LIMITED,Better Value Holdings Private Limited
771,U65993MH2004PTC144260,ALTICO CAPITAL INDIA PRIVATE LIMITED,Altico Capital India Private Limited
772,U65993MH2006PTC163559,MK PROFINLEASE PRIVATE LIMITED,Mk Profinlease Private Limited
773,U65993TN1974PLC006588,SHRIRAM CAPITAL LIMITED,Shriram Capital Limited
774,U65993WB1972PLC028595,R.V. INVESTMENT AND DEALERS LTD,R.V. Investment And Dealers Ltd
775,U65993WB1990PTC049245,AMBUJA NEOTIA HOLDINGS PRIVATE LIMITED,Ambuja Neotia Holdings Private Limited
776,U65993WB1994PLC061684,RUSSELL CREDIT LTD,Russell Credit Ltd
777,U65993WB1996PTC079012,ADVENTZ FINANCE PRIVATE LIMITED,Adventz Finance Private Limited
778,U65999KA1992PLC037455,GMR AIRPORTS LIMITED,Gmr Airports Limited
779,U65999MH1991PTC059906,K M DASTUR REINSURANCE BROKERS PRIVATE LIMITED,K M Dastur Reinsurance Brokers Private Limited
780,U65999WB1994PLC064358,KIRTIVARDHAN FINVEST SERVICES LIMITED,Kirtivardhan Finvest Services Limited
781,U66010WB1932PLC007490,THE PEERLESS GENERAL FINANCE & INVESTMENT CO LTD,The Peerless General Finance & Investment Co Ltd
782,U67100MH1995FTC140049,INDIA RATINGS AND RESEARCH PRIVATE LIMITED,India Ratings And Research Private Limited
783,U67100MH2010PLC210201,TATA CAPITAL FINANCIAL SERVICES LIMITED,Tata Capital Financial Services Limited
784,U67120AP1987PLC039114,SMARTCHEM TECHNOLOGIES LIMITED,Smartchem Technologies Limited
785,U67120AP1994PLC052372,EDELWEISS FINANCE & INVESTMENTS LIMITED,Edelweiss Finance & Investments Limited
786,U67120DL2008PLC176326,GLOBE FINCAP LIMITED.,Globe Fincap Limited.
787,U67120GJ1995PTC024528,PARKER MULTI-COMMODITIES (INDIA) PRIVATE LIMITED,Parker Multi-Commodities (India) Private Limited
788,U67120GJ2000PTC037674,NJ INDIAINVEST PRIVATE LIMITED,Nj Indiainvest Private Limited
789,U67120MH1965PTC008461,BYRAMJEE JEEJEEBHOY PRIVATE LIMITED,Byramjee Jeejeebhoy Private Limited
790,U67120MH1990PTC055473,HARIRANI INVESTMENT AND TRADING PRIVATE LIMITED,Harirani Investment And Trading Private Limited
791,U67120MH1992PLC069769,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,National Stock Exchange Of India Ltd.
792,U67120MH1996PTC098584,INFINA FINANCE PRIVATE LIMITED,Infina Finance Private Limited
793,U67120MH1999PTC119811,ALCHEMY CAPITAL MANAGEMENT PRIVATE LIMITED,Alchemy Capital Management Private Limited
794,U67120MH2004PLC147365,INDIA INFOLINE FINANCE LIMITED,India Infoline Finance Limited
795,U67120MH2004PTC146800,DEUTSCHE INDIA HOLDINGS PRIVATE LIMITED,Deutsche India Holdings Private Limited
796,U67120MP1985PTC003145,BHASKAR INDUSTRIES PRIVATE LIMITED,Bhaskar Industries Private Limited
797,U67120PN1983PTC029447,DESONS HOLDINGS AND FINANCE PVT LTD,Desons Holdings And Finance Pvt Ltd
798,U67190DL2006GOI144520,INDIA INFRASTRUCTURE FINANCE COMPANY LIMITED,India Infrastructure Finance Company Limited
799,U67190MH1995PTC093356,FRANKLIN TEMPLETON ASSET MANAGEMENT (INDIA) PRIVATE LIMITED,Franklin Templeton Asset Management (India) Private Limited
800,U67190MH2000PTC154942,TEMASEK HOLDINGS ADVISORS INDIA PRIVATE LIMITED,Temasek Holdings Advisors India Private Limited
801,U67190MH2002PLC137798,IDFC ALTERNATIVES LIMITED,Idfc Alternatives Limited
802,U67190MH2002PTC137790,TPG CAPITAL INDIA PRIVATE LIMITED,Tpg Capital India Private Limited
803,U67190MH2008PLC187552,TATA CAPITAL HOUSING FINANCE LIMITED,Tata Capital Housing Finance Limited
804,U67200MH1996PLC097730,KOTAK MAHINDRA PRIME LIMITED,Kotak Mahindra Prime Limited
805,U70100MH1973PTC016912,DIPCO ESTATES PRIVATE LIMITED,Dipco Estates Private Limited
806,U70100MH2002PTC137766,AVACADO PROPERTIES AND TRADING (INDIA) PRIVATE LIMITED,Avacado Properties And Trading (India) Private Limited
807,U70101KA1987PTC008167,CROSSDOMAIN SOLUTIONS PRIVATE LIMITED,Crossdomain Solutions Private Limited
808,U70101TN1956PTC003445,EXPRESS NEWSPAPERS PRIVATE LIMITED,Express Newspapers Private Limited
809,U70101WB2004PLC099945,CRESCENT POWER LIMITED,Crescent Power Limited
810,U70101WB2006PLC109898,SREI EQUIPMENT FINANCE LIMITED,Srei Equipment Finance Limited
811,U70102PN2007PTC129659,BELLFLOWER PROPERTIES PRIVATE LIMITED,Bellflower Properties Private Limited
812,U72100DL1973ULT006898,PANCHSHEEL INVESTMENT COMPANY (A PVT.CO.WITH UNLIMITED LIABILITY),Panchsheel Investment Company (A Pvt.Co.With Unlimited Liability)
