,Unnamed: 0,Unnamed: 0.1,name,CIN,NIC,amount
32,2415,2415,MoodyS Analytics Knowledge Services (India) Private Limited,,,3762924
33,4059,4059,Xilinx India Technology Services Private  Limited,,,3730230
34,2604,2604,Ntc Logistics India Private Limited,,,3600000
35,1245,1245,Future Gaming And Hotel Services Private  Limited,,,3600000
36,615,615,C & M Digitals Private Limited,,,3500000
37,3487,3487,Statestreet Global Advisors India Private Limited,,,3500000
38,14,14,Aachi Masala Food'S Private Limited,,,3400000
39,1492,1492,Healthium Medtech Private Limited,,,3136963
40,1386,1386,Great Galleon Ventures Limited,,,3000000
41,2298,2298,Medi Assist Insurance Tpa Private Limited,,,2993748
42,3569,3569,Swiss Re Global Business Solutions India Private Limited,,,2988003
43,1286,1286,Gbtl Limited,,,2830000
44,3104,3104,S & P Feeds Private Limited,,,2800000
45,845,845,Cyient Dlm Private Limited,,,2800000
46,2011,2011,Knowledge Infrastructure Systems Private  Limited,,,2600000
47,1640,1640,Il&Fs; Rail Limited,,,2525684
48,3478,3478,Star Cement Limited,,,2500000
49,824,824,Credit Suisse Business Analytics (India)  Private Limited,,,2500000
50,1905,1905,Kalyani Carpenter Special Steels Private  Limited,,,2478000
51,619,619,C&S; Electric Limited,,,2300000
52,3453,3453,Sri Narasu'S Coffee Company Private Limi Ted,,,2300000
53,388,388,B & A Limited,,,2250817
54,1195,1195,Fis Solutions (India) Private Limited,,,2201070
55,1363,1363,Goodluck India Limited,,,2108000
56,2273,2273,Matrix Cellular (International) Services  Limited,,,2100000
57,1879,1879,K Steamship Agencies Private Limited,,,2022678
58,1804,1804,Jasani India Private Limited,,,2022000
59,2276,2276,Matrix India Entertainment Consultants Private Limited,,,2000000
60,2958,2958,Rajkamal Builders Infrastructure Private  Limited,,,2000000
61,2582,2582,Nomura Financial Advisory And Securities  (India) Private Limited,,,1987259
62,1537,1537,Himadri Speciality Chemical Limited,,,1915000
63,3434,3434,Sree Annapoorna Sree Gowrishankar Hotels  Private Limited,,,1900000
64,203,203,Anand Cy Myutec Automotive Private Limited,,,1860000
65,2068,2068,L&T-; Mhps Boilers Private Limited,,,1800000
66,1579,1579,Honeywell Electrical Devices And Systems  India Limited,,,1782000
67,4031,4031,West Bengal Medical Services Corporation  Limited,,,1700000
68,4096,4096,Zydus Healthcare Limited,,,1629000
69,2147,2147,M & B Engineering Limited,,,1575000
70,1291,1291,Ge Power India Limited,,,1500000
71,804,804,Concentrix Services India Private Limited,,,1500000
72,2922,2922,R1 Rcm Global Private Limited,,,1492450
73,369,369,Avakash Properties Private Limited,,,1450000
74,560,560,Bnp Paribas Global Securities Operations  Private Limited,,,1400000
75,1091,1091,Endress + Hauser Flowtec (India) Private  Limited,,,1332976
76,1436,1436,Gujarat Urban Development Company Limited,,,1300000
77,1807,1807,Jay Jagdamba Profile Engineering Products Limited,,,1235393
78,3136,3136,Sainsons Paper Industries Private Limite D,,,1206151
79,1401,1401,Grm Overseas Limited (Ltd. Co. With Part  Ix),,,1200000
80,2484,2484,Nanded City Development And Construction  Company Limited,,,1100000
81,521,521,Bic-Cello Exports Private Limited,,,1100000
82,3722,3722,Thermax Engineering Construction Company  Limited,,,1024000
83,2055,2055,Kumar Properties And Real Estate Private  Limited,,,1000000
84,1439,1439,Gulbrandsen Technologies (India) Private  Limited,,,950681
85,1511,1511,Herbicure Healthcare Bio-Herbal Research  Foundation,,,900200
86,2237,2237,Manik Chand And Sons (Jewellers) Private  Limited,,,800000
87,1957,1957,Kcg India Private Limited,,,800000
88,65,65,Adani Infrastructure And Developers Private Limited,,,800000
89,667,667,Ceinsys Tech Limited,,,705000
90,3960,3960,Vinayak Shree Real Estate Private Limited,,,700000
91,818,818,Cotiviti India Private Limited,,,640732
92,2425,2425,Motilal Oswal Commodities Broker Private  Limited,,,600000
93,1183,1183,Fil India Business And Research Services Private Limited,,,600000
94,1565,1565,Hitech Corporation Limited,,,570000
95,1402,1402,Gromax Agri Equipment Limited,,,536000
96,2290,2290,Mdindia Health Insurance Tpa Private Limited,,,437418
97,3554,3554,Sutherland Healthcare Solutions Private Limited,,,400000
98,1462,1462,Hanon Automotive Systems India Private Limited,,,300000
99,2352,2352,Microsoft Global Services Center (India)  Private Limited,,,300000
100,2179,2179,Magneti Marelli Powertrain India Private  Limited,,,272000
101,777,777,Cnh Industrial (India) Private Limited,,,250000
102,1596,1596,Huber+Suhner Electronics Private Limited,,,200000
103,3406,3406,South East Constructions Company Private  Limited,,,200000
104,1761,1761,Iron Triangle Limited,,,150000
105,31,31,Abhay Nutrition Private Limited,,,90000
106,1196,1196,Fis Solutions Software (India) Private Limited,,,71850
107,971,971,Doms Industries Private Limited,,,35000
108,795,795,Commercial Syn Bags Limited,,,21500
109,2048,2048,Ksb Mil Controls Limited,,,1600
110,3588,3588,T & T Motors Private Limited,,,0
111,3664,3664,Teejay India Private Limited,,,0
112,2575,2575,Nirshilp Commodities And Trading Private Limited,,,0
113,3702,3702,The Madhya Pradesh State Mining Corporation Limited,,,0
114,3765,3765,Transunion Cibil Limited,,,0
115,993,993,Durg Shivnath Expressways Private Limited,,,0
116,972,972,Doosan Bobcat India Private Limited,,,0
117,763,763,Classic Mall Development Company Private  Limited,,,0
118,1755,1755,Iraa Clothing Private Limited,,,0
119,3488,3488,Statestreet Hcl Services (India) Private  Limited,,,0
120,1655,1655,Indecomm Global Services (India) Private  Limited,,,0
121,535,535,Biomedix Optotechnik And Devices Private  Limited,,,0
122,3460,3460,Sri Srinivasa Educational And Charitable  Trust,,,0
123,695,695,Chandana Brothers Textiles And Jewellers  Private Limited,,,0
124,3373,3373,Sml Films Limited,,,0
125,219,219,Anmol Industries Private Limited,,,0
126,2351,2351,Microsemi Storage Solutions India Private Limited,,,0
127,2377,2377,Miramed Ajuba Solutions Private Limited,,,0
128,374,374,Aventus Estate Developer Private Limited,,,0
129,2379,2379,Misys Software Solutions (India) Private  Limited,,,0
130,2488,2488,Narasu'S Saarathy Enterprises Private Limited,,,0
131,2605,2605,Nthrive Global Solutions Private Limited,,,0
132,874,874,Day `N' Day Services Private Limited,,,0
