,CIN,name_x,name_y
61,L17118RJ1984PLC003173,SANGAM (INDIA) LIMITED,Sangam (India) Limited
62,L17119GJ1931PLC000093,ARVIND LIMITED,Arvind Limited
63,L17119GJ1945PLC000214,SURAT TEXTILE MILLS LIMITED,Surat Textile Mills Limited
64,L17119GJ1992PLC018073,BETEX INDIA LIMITED (CO TR FROM MAHA ),Betex India Limited (Co Tr From Maha )
65,L17120MH1871PLC000005,PENINSULA LAND LIMITED,Peninsula Land Limited
66,L17120MH1933PLC002031,MODERN INDIA LIMITED,Modern India Limited
67,L17120MH1989PLC054580,ZENITH FIBRES LIMITED,Zenith Fibres Limited
68,L17122DL1989PLC035050,SPORTKING INDIA LIMITED,Sportking India Limited
69,L17124MH1986PLC166615,INDO RAMA SYNTHETICS (INDIA) LIMITED,Indo Rama Synthetics (India) Limited
70,L17124MP1989PLC008255,MARAL OVERSEAS LIMITED,Maral Overseas Limited
71,L17299WB1993PLC058969,DOLLAR INDUSTRIES LIMITED,Dollar Industries Limited
72,L17309WB1995PLC073053,LUX INDUSTRIES LIMITED,Lux Industries Limited
73,L18100AP1992PLC013860,KALLAM SPINNING MILLS LIMITED,Kallam Spinning Mills Ltd
74,L18101DL1978PLC009241,T T LIMITED,T T Limited
75,L18101MH2007PLC233901,PANTALOONS FASHION & RETAIL LIMITED,Aditya Birla Fashion And Retail Limited
76,L18101RJ1992PLC006952,MAYUR UNIQUOTERS LIMITED,Mayur Uniquoters Limited
77,L18101WB1989PLC046387,NAGREEKA EXPORTS LIMITED,Nagreeka Exports Ltd.
78,L18209TG1985PLC005581,SANGHI INDUSTRIES LIMITED,Sanghi Industries Limited
79,L19201HR1986PLC033185,LIBERTY SHOES LIMITED,Liberty Shoes Limited
80,L19201WB1931PLC007261,BATA INDIA LTD,Bata India Ltd
81,L20103WB1980PLC032872,GPT INFRAPROJECTS LIMITED,Gpt Infraprojects Limited
82,L20211AS1990PLC003484,GREENPLY INDUSTRIES LTD,Greenply Industries Ltd
83,L21010MH1992PLC069527,METROGLOBAL LIMITED,Metroglobal Limited
84,L21012KL1991PLC006207,SREE SAKTHI PAPER MILLS LIMITED,Sree Sakthi Paper Mills Limited
85,L21012PB1997PLC035243,KUANTUM PAPERS LIMITED,Kuantum Papers Limited
86,L21012TZ1960PLC000364,SESHASAYEE PAPER AND BOARDS LIMITED,Seshasayee Paper And Boards Limited
87,L21014HR1968PLC004844,ROLLATAINERS LIMITED,Rollatainers Limited
88,L21015RJ1973PLC015819,APM INDUSTRIES LIMITED,Apm Industries Limited
89,L21019WB1981PLC034161,EMAMI PAPER MILLS LIMITED,Emami Paper Mills Limited
90,L21098UP2012PLC048300,GENUS PAPER & BOARDS LIMITED,Genus Paper & Boards Limited
91,L21300WB1973PLC028854,INTERNATIONAL CONVEYORS LTD.,International Conveyors Ltd.
92,L22110TN1985PLC012491,SUN TV NETWORK LIMITED,Sun Tv Network Limited
93,L22121DL2002PLC117874,HT MEDIA LIMITED,Ht Media Limited
94,L22122TN1970PLC005795,MPS LIMITED,Mps Limited
95,L22200MH1984PLC034055,NAVNEET EDUCATION LIMITED,Navneet Education Limited
96,L22210GJ1995PLC047208,D.B. CORP LIMITED,D.B. Corp Limited
97,L22210MH1987PLC044505,TCPL PACKAGING LIMITED,Tcpl Packaging Limited
98,L22210MH1993PLC133365,N R AGARWAL INDUSTRIES LIMITED,N R Agarwal Industries Limited
99,L22210MH1995PLC084781,TATA CONSULTANCY SERVICES LIMITED,Tata Consultancy Services Limited
100,L22213WB1946PLC014346,SAREGAMA INDIA LIMITED,Saregama India Limited
101,L22219MH1987PLC042083,ORIENT PRESS LIMITED,Orient Press Limited
102,L23109GA1967PLC000076,GOA CARBON LIMITED,Goa Carbon Limited
103,L23109MP1972PLC008290,HEG LIMITED,Heg Limited
104,L23109WB1973GOI028844,COAL INDIA LIMITED GOVT OF INDIA UNDERTAKING,Coal India Ltd Govt Of India Undertaking
105,L23200MH1989PLC054633,SUPREME PETROCHEM LIMITED,Supreme Petrochem Limited
106,L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,Indian Oil Corpn. Limited
107,L23205GJ1965PLC001343,TRANSPEK INDUSTRY LIMITED,Transpek Industry Limited
108,L23220MH1952GOI008931,BHARAT PETROLEUM CORPORATION LIMITED,Bharat Petroleum Corporation Limited
109,L23423HR1933PLC000097,ISGEC HEAVY ENGINEERING LIMITED,Isgec Heavy Engineering Limited
110,L24100MH1960PLC011681,DAI-ICHI KARKARIA LIMITED,Dai-Ichi Karkaria Limited
111,L24100MH1972PLC016149,THIRUMALAI CHEMICALS LIMITED,Thirumalai Chemicals Limited
112,L24110AP1981PLC003077,SREE RAYALASEEMA ALKALIES AND ALLIED CHEMICALS LTD,Sree Rayalaseema Alkalies And Allied Chemicals Ltd
113,L24110AP2005PLC045726,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,Sree Rayalaseema Hi-Strength Hypo Limited
114,L24110GJ1984PLC007301,AARTI INDUSTRIES LTD,Aarti Industries Ltd
115,L24110GJ1986PLC009003,BODAL CHEMICALS LIMITED,Bodal Chemicals Limited
116,L24110GJ1989PLC012441,AKSHARCHEM (INDIA ) LIMITED,Aksharchem (India ) Limited
117,L24110GJ1995PLC024052,MEGHMANI ORGANICS LIMITED,Meghmani Organics Limited
118,L24110MH1956PLC010806,CLARIANT CHEMICALS (INDIA) LIMITED,Clariant Chemicals (India) Limited
119,L24110MH1973PLC016247,UNIVERSAL STARCH CHEM ALLIED LIMITED,Universal Starch Chem Allied Limited
120,L24110MH1978GOI020185,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,Rashtriya Chemicals And Fertilizers Limited
121,L24110MH1984PLC033917,RAMA PHOSPHATES LIMITED,Rama Phosphates Limited
122,L24110MH1992PLC069615,ASHOK ALCO-CHEM LIMITED,Ashok Alco-Chem Limited
123,L24110MH1998PLC115499,NAVIN FLUORINE INTERNATIONAL LIMITED,Navin Fluorine International Limited
124,L24110TG1989PLC009713,SUVEN LIFE SCIENCES LIMITED,Suven Life Sciences Limited
125,L24110TG1990PLC011977,VIMTA LABS LIMITED,Vimta Labs Limited
126,L24110TG1991PLC012471,GRANULES INDIA LIMITED,Granules India Limited
127,L24110WB1960PLC024910,KANORIA CHEMICALS & INDUSTRIES LTD,Kanoria Chemicals & Industries Ltd
128,L24111MP1961PLC016023,NARMADA GELATINES LIMITED,Narmada Gelatines Limited
129,L24112PB1981PLC031099,OSWAL GREENTECH LIMITED,Oswal Greentech Limited
130,L24114MH1985PLC035564,JAYSYNTH DYESTUFF (INDIA) LIMITED,Jaysynth Dyestuff (India) Limited
131,L24116AS1971SGC001339,ASSAM PETRO CHEMICALS LTD,Assam Petro Chemicals Ltd
132,L24117RJ1980PLC001999,K G PETRO CHEM LTD,K G Petro Chem Ltd
133,L24117RJ1991PLC006307,PODDAR PIGMENTS LIMITED,Poddar Pigments Limited
134,L24118MH1976PLC136836,ANIK INDUSTRIES LIMITED,Anik Industries Limited
135,L24121MH1979PLC021360,DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION LTD,Deepak Fertilisers And Petrochemicals Corporation Ltd
136,L24129KL1943GOI000371,FERTILISERS AND CHEMICALS TRAVANCORE LTD,Fertilisers And Chemicals Travancore Ltd
137,L24132MH1988PLC049387,BALAJI AMINES LIMITED,Balaji Amines Limited
138,L24200MH1937PLC002700,COLGATE-PALMOLIVE (INDIA) LIMITED,Colgate-Palmolive (India) Limited
139,L24200MH1947PLC006104,NOVARTIS INDIA LIMITED,Novartis India Limited
140,L24200MH1960PLC011807,EXCEL INDUSTRIES LIMITED,Excel Industries Limited
141,L24200MH1988PTC048028,HIKAL LIMITED,Hikal Limited
142,L24202MH1920PLC000825,KANSAI NEROLAC PAINTS LIMITED,Kansai Nerolac Paints Limited
143,L24210MH1958PLC011173,BAYER CROPSCIENCE LIMITED,Bayer Cropscience Limited
144,L24211TN1975PLC006989,E.I.D PARRY (INDIA) LIMITED,E.I.D Parry (India) Limited
145,L24219DL1985PLC020126,DHANUKA AGRITECH LIMITED,Dhanuka Agritech Limited
146,L24219GJ1985PLC025132,UPL LIMITED,Upl Limited
147,L24222GJ1990PLC014789,ASAHI SONGWON COLORS LIMITED (LUCKY LAMINATES),Asahi Songwon Colors Limited (Lucky Laminates)
148,L24222PN1956PLC134746,ELANTAS BECK INDIA LIMITED,Elantas Beck India Limited
149,L24224MH1960PLC011856,ULTRAMARINE AND PIGMENTS LIMITED,Ultramarine & Pigments Limited
150,L24229AS1973PLC001446,AMINES AND PLASTICIZERS LIMITED,Amines And Plasticizers Limited
151,L24230GJ1983PLC006329,DISHMAN PHARMACEUTICALS AND CHEMICALS LIMITED,Dishman Pharmaceuticals And Chemicals Limited
152,L24230GJ1993PLC019050,SUN PHARMACEUTICAL INDUSTRIES LIMITED,Sun Pharmaceutical Industries Limited
153,L24230GJ1995PLC025878,CADILA HEALTHCARE LIMITED,Cadila Healthcare Limited
154,L24230GJ2010PLC061123,ALEMBIC PHARMACEUTICALS LIMITED,Alembic Pharmaceuticals Limited
155,L24230MH1960PLC011586,ANUH PHARMA LIMITED,Anuh Pharma Limited
156,L24230MH1990PLC057062,STRIDES ARCOLAB LIMITED,Strides Shasun Limited
157,L24230TG1981PLC003201,NATCO PHARMA LIMITED,Natco Pharma Limited
158,L24231GJ1998PLC034094,KIRI INDUSTRIES LIMITED,Kiri Industries Limited
159,L24231TN1936PLC000017,AMRUTANJAN HEALTH CARE LIMITED,Amrutanjan Health Care Limited
160,L24231TN1958PLC003647,TTK HEALTHCARE LIMITED,Ttk Healthcare Limited
161,L24231UP1980PLC004910,SUPERHOUSE LIMITED,Superhouse Limited
162,L24232PB1995PLC016664,NECTAR LIFE SCIENCES LIMITED,Nectar Life Sciences Limited
163,L24234KA1978PLC003417,BIOCON LIMITED,Biocon Limited
164,L24239MH1935PLC002380,CIPLA LIMITED,Cipla Limited
165,L24239MH1940PLC003176,FDC LIMITED,Fdc Limited
166,L24239MH1964PLC012971,PROCTER & GAMBLE HYGIENE AND HEALTH CARE LIMITED,Procter & Gamble Hygiene And Health Care Limited
167,L24239TG1986PLC015190,AUROBINDO PHARMA LTD,Aurobindo Pharma Ltd
168,L24239WB1919PLC136397,ZANDU REALTY LIMITED,Zandu Realty Limited
169,L24240MH1952PLC008951,TRENT LIMITED,Trent Limited
170,L24240MH1992PLC128651,JYOTHY LABORATORIES LIMITED,Jyothy Laboratories Limited
171,L24246MH2000PLC129806,GODREJ CONSUMER PRODUCTS LIMITED,Godrej Consumer Products Limited
172,L24292WB1954PLC021516,AKZO NOBEL INDIA LIMITED,Akzo Nobel India Limited
173,L24294TN1986PLC013087,MANALI PETROCHEMICALS LIMITED,Manali Petrochemicals Limited
174,L24297WB1978PLC031539,ORIENTAL CARBON & CHEMICALS LTD,Oriental Carbon & Chemicals Ltd
175,L24299MH1977PLC019982,GLENMARK PHARMACEUTICALS LIMITED,Glenmark Pharmaceuticals Limited
176,L24302RJ1970PLC002266,BSL LIMITED,Bsl Ltd
177,L24302RJ1976PLC001684,BANSWARA SYNTEX LTD,Banswara Syntex Ltd
178,L24304PN1965PLC139075,CENTURY ENKA LIMITED,Century Enka Limited
179,L25111HR1961PLC008578,GOODYEAR INDIA LIMITED,Goodyear India Limited
180,L25111TN1960PLC004306,MRF LIMITED,Mrf Limited
181,L25111TN1982PLC009414,TVS SRICHAKRA LIMITED,Tvs Srichakra Limited
182,L25119TZ2006PLC013144,ELGI RUBBER COMPANY LIMITED,Elgi Rubber Company Limited
183,L25191GJ1974PLC002555,GRP LIMITED,Grp Limited
184,L25200GJ1973PLC002436,STYROLUTION ABS (INDIA) LIMITED,Ineos Styrolution India Limited
185,L25200GJ1996PLC029134,ASTRAL POLY TECHNIK LIMITED,Astral Poly Technik Limited
186,L25200MH1968PLC013914,V I P INDUSTRIES LIMITED,V I P Industries Limited
187,L25200MH1991PLC059943,PLASTIBLENDS INDIA LIMITED,Plastiblends India Limited
188,L25206MP1990PLC005732,KRITI INDUSTRIES (INDIA)LIMITED,Kriti Industries (India)Limited
189,L25209MH1976PLC018939,GARWARE WALL ROPES LIMITED,Garware Wall Ropes Limited
190,L25209PN1961PLC012046,BHARAT FORGE LTD,Bharat Forge Ltd
191,L25209UR1984PLC011596,POLYPLEX CORPORATION LIMITED,Polyplex Corporation Limited
192,L26100GJ1988PLC011663,GUJARAT BOROSIL LIMITED,Gujarat Borosil Limited
193,L26101MH1973PLC018367,SAINT-GOBAIN SEKURIT INDIA LIMITED,Saint-Gobain Sekurit India Limited
194,L26101WB1987PLC042512,LA OPALA R G LIMITED,La Opala R G Limited
195,L26914MH1987PLC042283,ACRYSIL LIMITED,Acrysil Limited
196,L26933WB1991PLC052968,VESUVIUS INDIA LTD,Vesuvius India Ltd
197,L26941UP1983PLC027278,RADICO KHAITAN LIMITED,Radico Khaitan Limited
198,L26942AP1981PLC002995,HEMADRI CEMENTS LTD,Hemadri Cements Ltd
199,L26942HR1958FLC042301,HEIDELBERGCEMENT INDIA LIMITED,Heidelbergcement India Limited.
200,L26942TG1979PLC002500,DECCAN CEMENTS LTD,Deccan Cements Ltd
201,L26943RJ1976PLC001705,MANGALAM CEMENT LTD,Mangalam Cement Ltd
202,L26943RJ1979PLC001935,SHREE CEMENT LIMITED,Shree Cement Limited
203,L26943TN1965PLC005297,RAMCO INDUSTRIES LIMITED,Ramco Industries Limited
204,L27100GJ1986PLC009212,RAJOO ENGINEERS LIMITED,Rajoo Engineers Limited
205,L27100GJ1993PLC020552,SHILP GRAVURES LIMITED,Shilp Gravures Limited
206,L27100MH1961PLC011936,BAJAJ STEEL INDUSTRIES LIMITED,Bajaj Steel Industries Limited
207,L27100MH1973PLC016617,SARDA ENERGY & MINERALS LIMITED,Sarda Energy & Minerals Limited
208,L27100MH1984PLC032637,BHANSALI ENGG POLYMERS LTD,Bhansali Engg Polymers Ltd
209,L27100MH1984PLC034003,SUNFLAG IRON AND STEEL CO LTD,Sunflag Iron And Steel Co Ltd
210,L27100MH1985PLC140379,NATIONAL STEEL AND AGRO INDUSTRIES LIMITED,National Steel And Agro Industries Limited
211,L27101OR1984PLC001354,BALASORE ALLOYS LIMITED,Balasore Alloys Limited
212,L27104MH1973PLC016350,KALYANI STEELS LIMITED,Kalyani Steels Ltd
213,L27106CT1999PLC013756,GODAWARI POWER AND ISPAT LIMITED,Godawari Power And Ispat Limited
214,L27107PB1985PLC006159,STEEL STRIPS WHEELS LTD,Steel Strips Wheels Ltd
215,L27109AP1975PLC001919,PENNAR INDUSTRIES LIMITED,Pennar Industries Limited
216,L27109HR1980PLC010724,PRAKASH INDUSTRIES LIMITED,Prakash Industries Limited
217,L27109KA1964PLC001546,KENNAMETAL INDIA LIMITED,Kennametal India Limited
218,L27109UP1963PLC002931,PTC INDUSTRIES LIMITED,Ptc Industries Limited
219,L27109WB1968PLC027399,MSP STEEL & POWER LIMITED,Msp Steel & Power Limited
220,L27109WB1995PLC073700,MBL INFRASTRUCTURES LIMITED,Mbl Infrastructures Limited
221,L27201WB1967GOI028825,HINDUSTAN COPPER LIMITED,Hindustan Copper Ltd
222,L27203OR1981GOI000920,NATIONAL ALUMINIUM CO LIMITED,National Aluminium Co Ltd
223,L27209TN1986PLC012833,THEJO ENGINEERING LIMITED,Thejo Engineering Limited
224,L27209TN1996PLC035293,HARITA SEATING SYSTEMS LIMITED,Harita Seating Systems Limited
225,L27310OR1955PLC000310,ELECTRO STEEL CASTINGS LTD,Electro Steel Castings Ltd
226,L27310TG1985PLC005423,SAMKRG PISTONS AND RINGS LIMITED,Samkrg Pistons And Rings Limited
227,L27320MH1980PLC067459,SIMPLEX CASTINGS LIMITED,Simplex Castings Limited
228,L28113DL2010PLC210819,ORIENT REFRACTORIES LIMITED,Orient Refractories Limited
229,L28120MH1992PLC069252,TECHNOCRAFT INDUSTRIES (INDIA) LIMITED,Technocraft Industries (India) Limited
230,L28122DL1983PLC017141,AMD INDUSTRIES LIMITED,Amd Industries Limited
231,L28129MH1962PLC012289,KAIRA CAN COMPANY LIMITED,Kaira Can Company Limited
232,L28900MH1982PLC028535,KABRA EXTRUSION TECHNIK LIMITED,Kabra Extrusion Technik Ltd
233,L28910MH1977PLC019569,METALYST FORGINGS LIMITED,Metalyst Forgings Limited
234,L28910MH1979PLC020959,KALYANI FORGE LIMITED,Kalyani Forge Limited
235,L28920MH1972PLC016154,JAYASWAL NECO INDUSTRIES LIMITED,Jayaswal Neco Industries Limited
236,L28990AP1978PLC002260,JOCIL LIMITED,Jocil Limited
237,L28991UP1975PLC004152,ROTO PUMPS LIMITED,Roto Pumps Limited
238,L29110UP1995PLC041834,TRIVENI TURBINE LIMITED,Triveni Turbine Limited
239,L29111CT1960PLC000913,BHILAI ENGINEERING CORPORATION LIMITED,Bhilai Engineering Corporation Limited
240,L29112DL1963PLC004084,SHRIRAM PISTONS AND RINGS LIMITED,Shriram Pistons And Rings Limited
241,L29112PN1962PLC012276,CUMMINS INDIA LIMITED,Cummins India Limited
242,L29112PN1978PLC088972,KIRLOSKAR INDUSTRIES LIMITED,Kirloskar Industries Limited
243,L29119TG1973PLC001670,VELJAN DENISON LIMITED,Veljan Denison Limited
244,L29120MH1960PLC011635,K S B PUMPS LIMITED,K S B Pumps Limited
245,L29120MH2005PLC156795,CAPITAL FIRST LIMITED,Capital First Limited
246,L29120TZ1960PLC000351,ELGI EQUIPMENTS LIMITED,Elgi Equipments Limited
247,L29130MH1961PLC011980,SKF INDIA LIMITED,Skf India Limited
248,L29130MH1961PLC012028,ABC BEARINGS LIMITED,Abc Bearings Limited
249,L29130MH1962PLC012340,FAG BEARINGS INDIA LIMITED,Schaeffler India Limited
250,L29130MH1965PLC013251,NRB BEARINGS LIMITED (FULL FLEDGED PUBLIC CO),Nrb Bearings Limited (Full Fledged Public Co)
251,L29130PN1991PLC062352,MENON BEARINGS LIMITED,Menon Bearings Limited
252,L29130RJ1986PLC004536,HI-TECH GEARS LIMITED,The Hi-Tech Gears Limited
253,L29130TN1961PLC004466,BIMETAL BEARINGS LIMITED,Bimetal Bearings Limited
254,L29130TZ1972PLC000649,SHANTHI GEARS LIMITED,Shanthi Gears Limited
255,L29150MH1946PLC004877,CAPRIHANS (INDIA) LIMITED,Caprihans India Limited
256,L29150PN1989PLC054143,SANGHVI MOVERS LIMITED,Sanghvi Movers Limited
257,L29191PN1960PLC020063,WHIRLPOOL OF INDIA LIMITED,Whirlpool Of India Limited
258,L29199GJ1974PLC002574,EIMCO ELECON (INDIA ) LIMITED,Eimco Elecon (India ) Limited
259,L29199HR1956PLC033107,TALBROS AUTOMOTIVE COMPONENTS LIMITED,Talbros Automotive Components Limited
260,L29219WB1985PLC055352,SREI INFRASTRUCTURE FINANCE LIMITED,Srei Infrastructure Finance Limited
261,L29222DL1976GOI008129,DREDGING CORPORATION OF INDIA LIMITED,Dredging Corporation Of India Limited
262,L29253TG1983PLC004141,PITTI LAMINATIONS LIMITED,Pitti Laminations Limited
263,L29259GJ1960PLC001082,ELECON ENGINEERING COMPANY LIMITED,Elecon Engineering Company Limited
264,L29259GJ1991PLC015182,AIA ENGINEERING LIMITED,Aia Engineering Limited
265,L29269TZ1962PLC000463,LAKSHMI MACHINE WORKS LIMITED,Lakshmi Machine Works Limited
266,L29299PN1980PLC022787,THERMAX LIMITED.,Thermax Limited.
267,L29299PN1984PLC017951,HONEYWELL AUTOMATION INDIA LIMITED,Honeywell Automation India Limited
268,L29299TN1987PLC058738,ESAB INDIA LIMITED,Esab India Limited
269,L30103HR1983PLC026142,OMAX AUTOS LIMITED,Omax Autos Limited
270,L31100GJ1967PLC001437,VOLTAMP TRANSFORMERS LIMITED,Voltamp Transformers Limited
271,L31102MH1964PLC013011,EMCO LIMITED,Emco Limited
272,L31103TZ1990PLC002836,MAGNA ELECTRO CASTINGS LIMITED,Magna Electro Castings Limited
273,L31200GJ2004PLC044068,TORRENT POWER LIMITED,Torrent Power Limited
274,L31200MP1999PLC013571,UJAAS ENERGY LIMITED,Ujaas Energy Limited
275,L31200TZ1981PLC001124,LAKSHMI ELECTRICAL CONTROL SYSTEMS LIMITED,Lakshmi Electrical Control Systems Limited
276,L31300MH1992PLC067802,RAM RATNA WIRES LIMITED,Ram Ratna Wires Limited
277,L31300MP1983PLC002134,VINDHYA TELELINKS LIMITED,Vindhya Telelinks Limited
278,L31400GJ1972PLC002091,PANASONIC ENERGY INDIA COMPANY LIMITED,Panasonic Energy India Company Limited
279,L31402WB1934PLC007993,EVEREADY INDUSTRIES INDIA LTD,Eveready Industries India Ltd
280,L31402WB1947PLC014919,EXIDE INDUSTRIES LIMITED,Exide Industries Limited
281,L31900DL1983PLC016304,HAVELLS INDIA LIMITED,Havells India Limited
282,L31901WB1978PLC031411,CESC LTD,Cesc Ltd
283,L31909DN1993PLC000056,SARLA PERFORMANCE FIBERS LIMITED,Sarla Performance Fibers Limited
284,L31909TN1972PLC006196,INDO- NATIONAL LIMITED,Indo- National Limited
285,L32100GJ1996PLC030976,IDEA CELLULAR LIMITED,Idea Cellular Limited
286,L32102KA1945PLC020800,WIPRO LIMITED,Wipro Limited
287,L32202KA1949PLC032923,ABB INDIA LIMITED,Abb India Limited
288,L32309KA1954GOI000787,BHARAT ELECTRONICS LIMITED,Bharat Electronics Limited
289,L33129TZ1972PLC000641,PRICOL LIMITED,Pricol Limited
290,L34100GJ1985PLC007958,MUNJAL AUTO INDUSTRIES LIMITED,Munjal Auto Industries Limited
291,L34101HR1985PLC020934,MUNJAL SHOWA LIMITED,Munjal Showa Limited
292,L34101PN1961PLC015735,GABRIEL INDIA LIMITED,Gabriel India Limited
293,L34102PN1958PLC011172,FORCE MOTORS LIMITED,Force Motors Limited
294,L34103DL1981PLC011375,MARUTI SUZUKI INDIA LIMITED,Maruti Suzuki India Limited
295,L34103TN2004PLC054667,WABCO INDIA LIMITED,Wabco India Limited
